Titre;Chapitre;Section;Article;Décret;Contenu;Numéro Décret;Date decret;Annee decret
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 1 : Caractéristiques des lieux de travail (Articles R4224-1 à R4224-8);Article R4224-7;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Les cuves, bassins et réservoirs sont construits, installés et protégés dans les conditions assurant la sécurité des travailleurs.
Leur installation ou, à défaut, leurs dispositifs de protection sont tels qu'ils empêchent les travailleurs d'y tomber.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 1 : Caractéristiques des lieux de travail (Articles R4224-1 à R4224-8);Article R4224-8;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"L'accès et l'intervention sur les toits en matériaux fragiles n'offrant pas une résistance suffisante sont effectués conformément aux articles
R. 4534-88
,
R. 4534-89
et
R. 4534-93
applicables aux opérations de bâtiment et de génie civil.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 2 : Portes et portails (Articles R4224-9 à R4224-13);Article R4224-9;Création Décret n°2008-244 du 7 mars 2008 - art. (V);Les portes et portails en va-et-vient sont transparents ou possèdent des panneaux transparents.;2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 2 : Portes et portails (Articles R4224-9 à R4224-13);Article R4224-10;Création Décret n°2008-244 du 7 mars 2008 - art. (V);Les parties transparentes sont constituées de matériaux de sécurité ou protégées contre l'enfoncement de sorte que les travailleurs ne puissent être blessés en cas de bris de ces surfaces.;2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 2 : Portes et portails (Articles R4224-9 à R4224-13);Article R4224-11;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Les portes et portails coulissants sont munis d'un système de sécurité les empêchant de sortir de leur rail et de tomber.
Les portes et portails s'ouvrant vers le haut sont munis d'un système de sécurité les empêchant de retomber.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 2 : Portes et portails (Articles R4224-9 à R4224-13);Article R4224-12;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Les portes et portails sont entretenus et contrôlés régulièrement.
Lorsque leur chute peut présenter un danger pour les travailleurs, notamment en raison de leurs dimensions, de leur poids ou de leur mode de fixation, la périodicité des contrôles et les interventions sont consignées dans le dossier prévu à l'article
R. 4224-17
.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 2 : Portes et portails (Articles R4224-9 à R4224-13);Article R4224-13;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Les portes et portails automatiques fonctionnent sans risque d'accident pour les travailleurs.
Les caractéristiques auxquelles obéissent les installations nouvelles et existantes de portes et portails automatiques ainsi que leurs conditions de maintenance et de vérification sont définies par arrêté conjoint des ministres chargés du travail et de l'agriculture.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 3 : Matériel de premier secours et secouriste (Articles R4224-14 à R4224-16);Article R4224-14;Création Décret n°2008-244 du 7 mars 2008 - art. (V);Les lieux de travail sont équipés d'un matériel de premiers secours adapté à la nature des risques et facilement accessible.;2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 3 : Matériel de premier secours et secouriste (Articles R4224-14 à R4224-16);Article R4224-15;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Un membre du personnel reçoit la formation de secouriste nécessaire pour donner les premiers secours en cas d'urgence dans :
1° Chaque atelier où sont accomplis des travaux dangereux ;
2° Chaque chantier employant vingt travailleurs au moins pendant plus de quinze jours où sont réalisés des travaux dangereux.
Les travailleurs ainsi formés ne peuvent remplacer les infirmiers.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 3 : Matériel de premier secours et secouriste (Articles R4224-14 à R4224-16);Article R4224-16;Modifié par Décret n°2021-143 du 10 février 2021 - art. 10;"En l'absence d'infirmiers, ou lorsque leur nombre ne permet pas d'assurer une présence permanente, l'employeur prend, après avis du médecin du travail, les mesures nécessaires pour assurer les premiers secours aux accidentés et aux malades. Ces mesures qui sont prises en liaison notamment avec les services de secours d'urgence extérieurs à l'entreprise sont adaptées à la nature des risques.
Ces mesures sont consignées dans un document tenu à la disposition de l'agent de contrôle de l'inspection du travail.";2021-143;2021-02-10;2021
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 4 : Maintenance, entretien et vérifications (Articles R4224-17 à R4224-19);Article R4224-17;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Les installations et dispositifs techniques et de sécurité des lieux de travail sont entretenus et vérifiés suivant une périodicité appropriée.
Toute défectuosité susceptible d'affecter la santé et la sécurité des travailleurs est éliminée le plus rapidement possible.
La périodicité des contrôles et les interventions sont consignées dans un dossier qui est, le cas échéant, annexé au dossier de maintenance des lieux de travail prévu à l'article
R. 4211-3
. Ce dossier regroupe notamment la consigne et les documents prévus en matière d'aération, d'assainissement et d'éclairage aux articles
R. 4222-21
et
R. 4223-11
.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 4 : Maintenance, entretien et vérifications (Articles R4224-17 à R4224-19);Article R4224-17-1;Modifié par Décret n°2021-872 du 30 juin 2021 - art. 7;"Lorsqu'un ou plusieurs ascenseurs sont en service dans les locaux d'un établissement, l'employeur s'assure que le propriétaire prend les mesures nécessaires pour se conformer :
1° Aux dispositions des
articles R. 134-6 à R. 134-13 du code de la construction et de l'habitation
relatives à l'entretien et au contrôle technique ;
2° Aux dispositions des
articles R. 134-2 à R. 134-5 du code de la construction et de l'habitation
relatives à la mise en sécurité des ascenseurs.
Le propriétaire met à la disposition de l'employeur les informations nécessaires.";2021-872;2021-06-30;2021
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 4 : Maintenance, entretien et vérifications (Articles R4224-17 à R4224-19);Article R4224-17-2;"Création Décret n°2008-1325
 du 15 décembre 2008 - art. 2";L'employeur informe le propriétaire de tout défaut de fonctionnement d'un ascenseur susceptible d'affecter la sécurité des personnes et prend les mesures nécessaires pour interdire l'utilisation de l'équipement tant qu'il n'a pas été remédié à ce défaut.;2008-1325;2008-12-15;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 4 : Maintenance, entretien et vérifications (Articles R4224-17 à R4224-19);Article R4224-18;Modifié par Décret n°2017-1819 du 29 décembre 2017 - art. 3;"Les locaux de travail et leurs annexes sont régulièrement entretenus et nettoyés. Ils sont exempts de tout encombrement.
Le médecin du travail et le                     comité social et économique, émettent un avis sur les mesures à prendre pour satisfaire à ces obligations.";2017-1819;2017-12-29;2017
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 4 : Maintenance, entretien et vérifications (Articles R4224-17 à R4224-19);Article R4224-19;Création Décret n°2008-244 du 7 mars 2008 - art. (V);Lorsque l'entreprise quitte les locaux, l'employeur restitue le dossier de maintenance des lieux de travail au propriétaire ou le transmet à l'occupant suivant.;2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 5 : Signalisation et matérialisation  relatives à la santé et à la sécurité (Articles R4224-20 à R4224-24);Article R4224-20;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Lorsqu'il n'est pas possible, compte tenu de la nature du travail, d'éviter des zones de danger comportant notamment des risques de chute de personnes ou des risques de chute d'objets, et même s'il s'agit d'activités ponctuelles d'entretien ou de réparation, ces zones sont signalées de manière visible.
Elles sont également matérialisées par des dispositifs destinés à éviter que les travailleurs non autorisés pénètrent dans ces zones.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 5 : Signalisation et matérialisation  relatives à la santé et à la sécurité (Articles R4224-20 à R4224-24);Article R4224-21;Création Décret n°2008-244 du 7 mars 2008 - art. (V);Lorsque le contenu transporté par les tuyauteries présente un danger, ces tuyauteries font l'objet d'une signalisation permettant de déterminer la nature du contenu transporté.;2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 5 : Signalisation et matérialisation  relatives à la santé et à la sécurité (Articles R4224-20 à R4224-24);Article R4224-22;Création Décret n°2008-244 du 7 mars 2008 - art. (V);Un marquage est apposé à hauteur de vue sur les portes transparentes.;2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 5 : Signalisation et matérialisation  relatives à la santé et à la sécurité (Articles R4224-20 à R4224-24);Article R4224-23;Création Décret n°2008-244 du 7 mars 2008 - art. (V);Le matériel de premiers secours fait l'objet d'une signalisation par panneaux.;2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre IV : Sécurité des lieux de travail (Articles R4224-1 à R4224-24);Section 5 : Signalisation et matérialisation  relatives à la santé et à la sécurité (Articles R4224-20 à R4224-24);Article R4224-24;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"La signalisation relative à la santé et à la sécurité au travail est conforme à des caractéristiques déterminées par arrêté conjoint des ministres chargés du travail et de l'agriculture.
Ces dispositions n'affectent pas l'utilisation de la signalisation relative aux trafics routier, ferroviaire, fluvial, maritime et aérien, pour ce qui concerne ces trafics à l'intérieur de l'établissement.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre V : Aménagement des postes de travail (Articles R4225-1 à R4225-8);Section 1 : Postes de travail extérieurs (Article R4225-1);Article R4225-1;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Les postes de travail extérieurs sont aménagés de telle sorte que les travailleurs :
1° Puissent rapidement quitter leur poste de travail en cas de danger ou puissent rapidement être secourus ;
2° Soient protégés contre la chute d'objets ;
3° Dans la mesure du possible :
a) Soient protégés contre les conditions atmosphériques ;
b) Ne soient pas exposés à des niveaux sonores nocifs ou à des émissions de gaz, vapeurs, aérosols de particules solides ou liquides de substances insalubres, gênantes ou dangereuses ;
c) Ne puissent glisser ou chuter.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre V : Aménagement des postes de travail (Articles R4225-1 à R4225-8);Section 2 : Confort au poste de travail (Articles R4225-2 à R4225-5);Article R4225-2;Création Décret n°2008-244 du 7 mars 2008 - art. (V);L'employeur met à la disposition des travailleurs de l'eau potable et fraîche pour la boisson.;2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre V : Aménagement des postes de travail (Articles R4225-1 à R4225-8);Section 2 : Confort au poste de travail (Articles R4225-2 à R4225-5);Article R4225-3;Modifié par Décret n°2017-1819 du 29 décembre 2017 - art. 3;"Lorsque des conditions particulières de travail conduisent les travailleurs à se désaltérer fréquemment, l'employeur met gratuitement à leur disposition au moins une boisson non alcoolisée.
La liste des postes de travail concernés est établie par l'employeur, après avis du médecin du travail et du                    comité social et économique.
Les boissons et les aromatisants mis à disposition sont choisis en tenant compte des souhaits exprimés par les travailleurs et après avis du médecin du travail.";2017-1819;2017-12-29;2017
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre V : Aménagement des postes de travail (Articles R4225-1 à R4225-8);Section 2 : Confort au poste de travail (Articles R4225-2 à R4225-5);Article R4225-4;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"L'employeur détermine l'emplacement des postes de distribution des boissons, à proximité des postes de travail et dans un endroit remplissant toutes les conditions d'hygiène.
L'employeur veille à l'entretien et au bon fonctionnement des appareils de distribution, à la bonne conservation des boissons et à éviter toute contamination.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre V : Aménagement des postes de travail (Articles R4225-1 à R4225-8);Section 2 : Confort au poste de travail (Articles R4225-2 à R4225-5);Article R4225-5;Création Décret n°2008-244 du 7 mars 2008 - art. (V);Un siège approprié est mis à la disposition de chaque travailleur à son poste de travail ou à proximité de celui-ci.;2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre V : Aménagement des postes de travail (Articles R4225-1 à R4225-8);Section 3 : Travailleurs handicapés (Articles R4225-6 à R4225-8);Article R4225-6;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Le poste de travail ainsi que les locaux sanitaires et de restauration que les travailleurs handicapés sont susceptibles d'utiliser dans l'établissement sont aménagés de telle sorte que ces travailleurs puissent y accéder aisément.
Leurs postes de travail ainsi que les signaux de sécurité qui les concernent sont aménagés si leur handicap l'exige.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre V : Aménagement des postes de travail (Articles R4225-1 à R4225-8);Section 3 : Travailleurs handicapés (Articles R4225-6 à R4225-8);Article R4225-7;"Modifié par Décret n°2009-1272
 du 21 octobre 2009 - art. 2";Des installations sanitaires appropriées sont mises à la disposition des  travailleurs handicapés.;2009-1272;2009-10-21;2009
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre V : Aménagement des postes de travail (Articles R4225-1 à R4225-8);Section 3 : Travailleurs handicapés (Articles R4225-6 à R4225-8);Article R4225-8;"Création Décret n°2009-1272
 du 21 octobre 2009 - art. 3";"Le système d'alarme sonore prévu à l'article
R. 4227-34
est complété par un ou des systèmes d'alarme adaptés au handicap des personnes concernées employées dans l'entreprise en vue de permettre leur information en tous lieux et en toutes circonstances.";2009-1272;2009-10-21;2009
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre VI : Installations électriques (Articles R4226-1 à R4226-21);Section 1 : Champ d'application et définitions (Articles R4226-1 à R4226-4);Article R4226-1;"Création Décret n°2010-1016
 du 30 août 2010 - art. 1";Les dispositions du présent chapitre fixent les règles relatives à l'utilisation des installations électriques permanentes et temporaires. Elle fixent également les règles relatives à la réalisation, par l'employeur, d'installations électriques temporaires ou d'installations électriques permanentes nouvelles ou relatives aux adjonctions et modifications apportées par celui-ci aux installations électriques existantes.;2010-1016;2010-08-30;2010
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre VI : Installations électriques (Articles R4226-1 à R4226-21);Section 1 : Champ d'application et définitions (Articles R4226-1 à R4226-4);Article R4226-2;"Création Décret n°2010-1016
 du 30 août 2010 - art. 1";"Les installations électriques comprennent l'ensemble des matériels électriques mis en œuvre pour la production, la conversion, la distribution ou l'utilisation de l'énergie électrique.
Les installations électriques sont classées, comme suit, en fonction de la plus grande des tensions nominales, existant soit entre deux quelconques de leurs conducteurs, soit entre l'un d'entre eux et la Terre :
1° Domaine très basse tension (par abréviation TBT) : installations dans lesquelles la tension ne dépasse pas 50 volts en courant alternatif ou 120 volts en courant continu lisse ;
2° Domaine basse tension (par abréviation BT) : installations dans lesquelles la tension excède 50 volts sans dépasser 1 000 volts en courant alternatif ou excède 120 volts sans dépasser 1 500 volts en courant continu lisse ;
3° Domaine haute tension A (par abréviation HTA) : installations dans lesquelles la tension excède 1 000 volts sans dépasser 50 000 volts en courant alternatif, ou excède 1 500 volts sans dépasser 75 000 volts en courant continu lisse ;
4° Domaine haute tension B (par abréviation HTB) : installations dans lesquelles la tension excède 50 000 volts en courant alternatif ou excède 75 000 volts en courant continu lisse.
Pour les courants autres que les courants continus lisses, les valeurs de tension figurant aux alinéas qui précèdent correspondent à des valeurs efficaces.";2010-1016;2010-08-30;2010
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre VI : Installations électriques (Articles R4226-1 à R4226-21);Section 1 : Champ d'application et définitions (Articles R4226-1 à R4226-4);Article R4226-3;"Création Décret n°2010-1016
 du 30 août 2010 - art. 1";"Les installations électriques temporaires soumises aux dispositions du présent chapitre comprennent :
1° Les installations telles que celles des structures, baraques, stands situés dans des champs de foire, des marchés, des parcs de loisirs, des cirques et des lieux d'expositions ou de spectacle ;
2° Les installations des chantiers du bâtiment et des travaux publics ;
3° Les installations utilisées pendant les phases de construction ou de réparation, à terre, de navires, de bateaux ou d'aéronefs ;
4° Les installations des chantiers forestiers et des activités agricoles.";2010-1016;2010-08-30;2010
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre VI : Installations électriques (Articles R4226-1 à R4226-21);Section 1 : Champ d'application et définitions (Articles R4226-1 à R4226-4);Article R4226-4;"Création Décret n°2010-1016
 du 30 août 2010 - art. 1";"Les dispositions du présent chapitre ne s'appliquent pas aux distributions d'énergie électrique régies par la
loi du 15 juin 1906 sur les distributions
d'énergie.
Dans le cas des installations de traction électrique, cette exclusion s'étend aux chantiers d'extension, de transformation et d'entretien de ces installations, aux équipements électriques du matériel roulant ferroviaire ainsi qu'aux installations techniques et de sécurité ferroviaires.";2010-1016;2010-08-30;2010
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre VI : Installations électriques (Articles R4226-1 à R4226-21);Section 2 :  Dispositions générales (Articles R4226-5 à R4226-7);Article R4226-5;"Création Décret n°2010-1016
 du 30 août 2010 - art. 1";"L'employeur maintient l'ensemble des installations électriques permanentes en conformité avec les dispositions relatives à la conception des installations électriques applicables à la date de leur mise en service.
Toutefois, une spécification technique nouvelle résultant de l'évolution technique peut être rendue applicable aux installations existantes, par arrêté des ministres chargés du travail et de l'agriculture, si elle permet de prévenir des atteintes graves à la santé et à la sécurité des travailleurs.";2010-1016;2010-08-30;2010
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre VI : Installations électriques (Articles R4226-1 à R4226-21);Section 2 :  Dispositions générales (Articles R4226-5 à R4226-7);Article R4226-6;"Création Décret n°2010-1016
 du 30 août 2010 - art. 1";"Les réalisations d'installations électriques permanentes nouvelles ainsi que les adjonctions ou modifications de structure d'installations électriques permanentes existantes et les réalisations des installations électriques temporaires sont exécutées conformément aux dispositions des articles
R. 4215-3 à R. 4215-13
,
R. 4215-16
et
R. 4215-17
relatives à la conception des installations électriques.
Les dispositions des
articles R. 4215-14 à R. 4215-16
sont applicables aux installations électriques réalisées par ou pour l'employeur.
Le cas échéant, l'employeur complète et met à jour le dossier technique prévu à l'article
R. 4215-2
.";2010-1016;2010-08-30;2010
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre VI : Installations électriques (Articles R4226-1 à R4226-21);Section 2 :  Dispositions générales (Articles R4226-5 à R4226-7);Article R4226-7;"Création Décret n°2010-1016
 du 30 août 2010 - art. 1";Les installations électriques et les matériels électriques qui les composent font l'objet de mesures de surveillance et donnent lieu en temps utile aux opérations de maintenance.;2010-1016;2010-08-30;2010
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre VI : Installations électriques (Articles R4226-1 à R4226-21);Section 3 :  Dispositions particulières à certains locaux ou emplacements (Articles R4226-8 à R4226-10);Article R4226-8;"Création Décret n°2010-1016
 du 30 août 2010 - art. 1";"Pour l'application des articles
R. 4226-5
et
R. 4226-6
dans les locaux ou emplacements où des atmosphères explosives peuvent se présenter, l'employeur met en œuvre les dispositions de la section 6 du chapitre VII du présent titre relatives à la prévention des explosions.
Dans ces locaux ou emplacements, la maintenance, les mesurages et les essais ne peuvent être entrepris qu'après autorisation écrite du chef d'établissement et selon ses instructions. Si les matériels utilisés pour réaliser ces opérations ne sont pas prévus spécialement pour ce type d'emplacements, ces emplacements sont préalablement rendus non dangereux.";2010-1016;2010-08-30;2010
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre VI : Installations électriques (Articles R4226-1 à R4226-21);Section 3 :  Dispositions particulières à certains locaux ou emplacements (Articles R4226-8 à R4226-10);Article R4226-9;"Création Décret n°2010-1016
 du 30 août 2010 - art. 1";"Les locaux ou emplacements réservés à la production, la conversion ou la distribution d'électricité sont considérés comme présentant des risques particuliers de choc électrique, quelle que soit la tension, lorsque la protection contre les contacts directs est assurée par obstacle ou par éloignement ou, en basse tension, lorsque la protection contre les contacts directs n'est pas obligatoire.
Ces locaux ou emplacements sont signalés de manière visible et sont matérialisés par des dispositifs destinés à en empêcher l'accès aux personnes non autorisées. Les portes d'accès à ces locaux ou emplacements doivent être fermées et équipées d'un système de fermeture pouvant s'ouvrir librement de l'intérieur.
Les règles d'accès à ces locaux ou emplacements sont précisées à l'article
R. 4544-6
.";2010-1016;2010-08-30;2010
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre VI : Installations électriques (Articles R4226-1 à R4226-21);Section 3 :  Dispositions particulières à certains locaux ou emplacements (Articles R4226-8 à R4226-10);Article R4226-10;"Création Décret n°2010-1016
 du 30 août 2010 - art. 1";"Les locaux ou emplacements où la présence de parties actives accessibles dangereuses résulte d'une nécessité technique inhérente aux principes mêmes de fonctionnement des matériels ou installations sont également considérés comme présentant des risques particuliers de choc électrique.
Des arrêtés du ministre chargé du travail ou du ministre chargé de l'agriculture fixent les prescriptions particulières à l'agencement et à l'utilisation de ces locaux ou emplacements ainsi que les mesures applicables à leur utilisation.";2010-1016;2010-08-30;2010
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre VI : Installations électriques (Articles R4226-1 à R4226-21);Section 4 :  Autres dispositions particulières (Articles R4226-11 à R4226-13);Article R4226-11;"Création Décret n°2010-1016
 du 30 août 2010 - art. 1";Les installations de soudage électrique présentant, en fonctionnement normal, des risques particuliers de choc électrique sont réalisées et utilisées conformément aux prescriptions de sécurité fixées par arrêté du ministre chargé du travail et du ministre chargé de l'agriculture.;2010-1016;2010-08-30;2010
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre VI : Installations électriques (Articles R4226-1 à R4226-21);Section 4 :  Autres dispositions particulières (Articles R4226-11 à R4226-13);Article R4226-12;"Création Décret n°2010-1016
 du 30 août 2010 - art. 1";Les conditions d'utilisation et de raccordement des appareils électriques amovibles sont fixées par arrêté des ministres chargés du travail et de l'agriculture.;2010-1016;2010-08-30;2010
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre VI : Installations électriques (Articles R4226-1 à R4226-21);Section 4 :  Autres dispositions particulières (Articles R4226-11 à R4226-13);Article R4226-13;"Création Décret n°2010-1016
 du 30 août 2010 - art. 1";Les conditions d'utilisation et de maintenance de l'éclairage de sécurité sont fixées par arrêté des ministres chargés du travail et de l'agriculture.;2010-1016;2010-08-30;2010
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre VI : Installations électriques (Articles R4226-1 à R4226-21);Section 5 :  Vérification des installations électriques (Articles R4226-14 à R4226-21);Article R4226-14;"Création Décret n°2010-1016
 du 30 août 2010 - art. 1";L'employeur fait procéder à la vérification initiale des installations électriques lors de leur mise en service et après qu'elles ont subi une modification de structure, en vue de s'assurer qu'elles sont conformes aux prescriptions de sécurité prévues au présent chapitre.;2010-1016;2010-08-30;2010
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre VI : Installations électriques (Articles R4226-1 à R4226-21);Section 5 :  Vérification des installations électriques (Articles R4226-14 à R4226-21);Article R4226-15;"Création Décret n°2010-1016
 du 30 août 2010 - art. 1";La vérification initiale est réalisée par un organisme accrédité à cet effet.;2010-1016;2010-08-30;2010
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre VI : Installations électriques (Articles R4226-1 à R4226-21);Section 5 :  Vérification des installations électriques (Articles R4226-14 à R4226-21);Article R4226-16;"Création Décret n°2010-1016
 du 30 août 2010 - art. 1";L'employeur procède ou fait procéder, périodiquement, à la vérification des installations électriques afin de s'assurer qu'elles sont maintenues en conformité avec les règles de santé et de sécurité qui leur sont applicables.;2010-1016;2010-08-30;2010
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre VI : Installations électriques (Articles R4226-1 à R4226-21);Section 5 :  Vérification des installations électriques (Articles R4226-14 à R4226-21);Article R4226-17;"Création Décret n°2010-1016
 du 30 août 2010 - art. 1";Les vérifications périodiques sont réalisées soit par un organisme accrédité, soit par une personne qualifiée appartenant à l'entreprise et dont la compétence est appréciée par l'employeur au regard de critères énoncés dans un arrêté du ministre chargé du travail et du ministre chargé de l'agriculture.;2010-1016;2010-08-30;2010
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre VI : Installations électriques (Articles R4226-1 à R4226-21);Section 5 :  Vérification des installations électriques (Articles R4226-14 à R4226-21);Article R4226-18;"Création Décret n°2010-1016
 du 30 août 2010 - art. 1";"Les modalités et, le cas échéant, la périodicité des vérifications prévues aux articles
R. 4226-14
,
R. 4226-16
,
R. 4226-21
ainsi que le contenu des rapports de vérification correspondants sont fixés par arrêté des ministres chargés du travail et de l'agriculture.";2010-1016;2010-08-30;2010
